"biz_rest.business_id" "biz_rest.state" "biz_rest.name" "biz_rest.stars" "biz_rest.longitude" "biz_rest.latitude" "biz_rest.attributes.RestaurantsTakeOut" "biz_rest.attributes.RestaurantsReservations" "biz_rest.attributes.WiFi" "biz_rest.attributes.Caters" "biz_rest.review_count" "biz_rest.hours.Monday" "biz_rest.hours.Tuesday" "biz_rest.hours.Wednesday" "biz_rest.hours.Thursday" "biz_rest.hours.Friday" "biz_rest.hours.Saturday" "biz_rest.hours.Sunday" "num_checkins"
"563" "-CQokjildrY7UZezXCdEBw" "NV" "Toddy Shop" 5 -115.2450798 36.1714276 TRUE FALSE "free" TRUE 40 "16:00-22:00" "16:00-22:00" "16:00-22:00" "16:00-22:00" "16:00-22:00" "16:00-22:00" "16:00-22:00" 50
"570" "-cuzw1pcZ_UcdA4Qxc5YYg" "ON" "Little Master" 3.5 -79.414276 43.7758099 TRUE FALSE "no" FALSE 8 "12:00-22:30" "12:00-22:30" "12:00-22:30" "12:00-22:30" "12:00-22:30" "12:00-22:30" "12:00-22:30" 9
"588" "-d0Ou1JmEK2j5HR4PGMahA" "NV" "IHOP" 3 -114.958591805 36.0166853346 TRUE FALSE "no" FALSE 23 "7:00-22:00" "7:00-22:00" "7:00-22:00" "7:00-22:00" "7:00-22:00" "7:00-0:00" "7:00-0:00" 135
"589" "-d1xHUrLRbfJNqd5A_uP6A" "AZ" "The Good Egg - Uptown" 3 -112.07196136 33.5096052184 TRUE FALSE "free" FALSE 70 "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" 353
"592" "-d8gt_XhhUQh2CxlWJe-xw" "PA" "Hal's Bar and Grill" 4 -80.0159285 40.5249585 TRUE TRUE "free" FALSE 100 "16:00-0:00" "16:00-2:00" "16:00-2:00" "16:00-2:00" "16:00-2:00" "13:00-2:00" "13:00-22:00" 221
"594" "-D9NFU_SZpp5J7VCSsPp1Q" "WI" "Mirch Masala" 4 -89.393396 43.074475 TRUE FALSE "no" TRUE 44 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" 64
"607" "-dFfucHmOtgDmDneps-mgA" "OH" "Mallorca" 3.5 -81.700249 41.4980603 TRUE TRUE "free" FALSE 178 "11:30-22:30" "11:30-22:30" "11:30-22:30" "11:30-22:30" "11:30-23:30" "11:30-23:30" "13:00-22:00" 211
"611" "-dgUbX_lFqklJuf29A7piQ" "AZ" "Matador Restaurant" 3 -112.07194 33.4493093 TRUE TRUE "free" FALSE 58 "9:00-21:00" "9:00-21:00" "9:00-21:00" "9:00-21:00" "7:00-22:00" "7:00-22:00" "7:00-22:00" 96
"615" "-dIguFQ4Q7pFV55JtzN48g" "AZ" "Biscuits Cafe" 3 -111.8600769 33.2748131 TRUE FALSE "no" FALSE 77 "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "6:30-14:30" "7:00-14:30" 103
"626" "-dOjdFq-kFhQTrG-yLYc_w" "ON" "Maple Leaf Tavern" 4 -79.3397826 43.6681821 TRUE TRUE "free" TRUE 54 "15:00-1:00" "15:00-1:00" "15:00-2:00" "15:00-2:00" "15:00-2:00" "11:00-2:00" "11:00-1:00" 35
"630" "-dqK97OczNSfrfa71cuYmA" "QC" "Piazza Del Sogno" 4 -73.5752947 45.5003742 TRUE TRUE "free" FALSE 20 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 22
"635" "-dSfSU0Nwwh2b0aLo5ifyw" "ON" "Kebab 49" 3 -79.5402575 43.6358945 TRUE FALSE "no" FALSE 49 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" 52
"636" "-DtaPJJ-beogNkDKusGhlA" "ON" "Toro Sushi" 3.5 -79.283942 43.8681595 TRUE TRUE "free" TRUE 36 "11:00-22:30" "11:00-22:30" "11:00-22:30" "11:00-22:30" "11:00-23:00" "11:00-23:00" "11:00-22:30" 74
"653" "-e_UQJVTzIPweX4TcPUYVw" "AZ" "Mexx32" 4.5 -112.013695726 33.5112826364 TRUE FALSE "free" TRUE 173 "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "10:00-2:00" 456
"658" "-e60sMCKAqEUT_GSCS_3aw" "AZ" "Patsy Grimaldi's Pizzeria" 4 -111.860733 33.261657 TRUE TRUE "no" TRUE 110 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 343
"666" "-ed0Yc9on37RoIoG2ZgxBA" "NV" "Le Thai" 4 -115.139880089 36.1688018067 TRUE FALSE "no" TRUE 1252 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "12:00-0:00" "16:00-22:00" 6358
"690" "-eoeNEsPZ5-Fookdtr8vBw" "AZ" "The Hideaway Grill" 4 -111.9346658 33.8324219 TRUE FALSE "no" FALSE 53 "10:00-2:00" "10:00-2:00" "10:00-2:00" "10:00-2:00" "10:00-2:00" "10:00-2:00" "10:00-2:00" 441
"707" "-EwVs_4fsdWoHebCOa6_FA" "OH" "Sanctuary on Green" 4.5 -81.5200481 41.5070712 FALSE FALSE "no" FALSE 22 "11:00-17:30" "11:00-17:30" "11:00-17:30" "11:15-17:30" "11:00-17:30" "11:00-17:30" "11:00-17:30" 17
"719" "-F0B5F1YLx7093otwgboxw" "OH" "Wild Eagle Saloon" 4 -81.6850508 41.4996715 TRUE FALSE "free" TRUE 35 "11:00-1:00" "11:00-1:00" "11:00-1:00" "11:00-1:00" "11:00-2:00" "11:00-2:00" "11:00-22:00" 72
"728" "-F5mm0-YeCI7viSiOwVAAw" "AZ" "Lox, Stock & Bagel" 4 -111.905472279 33.5442293455 TRUE FALSE "free" TRUE 237 "5:30-15:00" "5:30-15:00" "5:30-15:00" "5:30-15:00" "5:30-15:00" "5:30-14:00" "5:30-14:00" 2323
"733" "-faYl3ejjjm7ciR_j1ke7A" "AZ" "Red Lobster" 3 -111.9774755 33.5982852 TRUE TRUE "no" FALSE 98 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 411
"739" "-FcuxZqsQ0FO35GEXExwjw" "PA" "The Map Room Grill & Bar" 3.5 -79.8937211913 40.4321990555 TRUE FALSE "no" FALSE 33 "15:00-2:00" "15:00-2:00" "15:00-2:00" "15:00-2:00" "15:00-2:00" "15:00-2:00" "15:00-2:00" 116
"740" "-FcZY7a7qgxTUlTvwuyJnQ" "NV" "8 Noodle Bar" 3 -115.334816 36.1551327 TRUE FALSE "free" FALSE 191 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "11:00-23:00" 791
"749" "-fiUXzkxRfbHY9TKWwuptw" "IL" "DESTIHL Restaurant & Brew Works" 4 -88.2442721 40.1189773 TRUE TRUE "free" TRUE 449 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "10:00-23:00" "10:00-21:00" 779
"764" "-FNquqGseSCVMWo7KbK-Tg" "NV" "Chipotle Mexican Grill" 3.5 -115.137064488 36.1070796309 TRUE FALSE "no" TRUE 110 "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" 1341
"771" "-FQHy8Fkk-YPCoMHsRoZdg" "EDH" "Pep & Fodder" 4 -3.1879051 55.9535309 TRUE FALSE "free" TRUE 20 "7:30-17:00" "7:30-17:00" "7:30-17:00" "7:30-17:00" "7:30-17:00" "7:30-17:00" "7:30-17:00" 49
"773" "-FrgepJj0h-OWU1CupUrOQ" "AZ" "Phil's Filling Station Grill" 3.5 -111.7155639 33.6057781 TRUE TRUE "free" TRUE 87 "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" 108
"777" "-fSW_9x8c_wTm1zS4dz3rw" "AZ" "Express Donuts" 4.5 -112.356396 33.4651361 TRUE FALSE "no" FALSE 158 "5:00-16:00" "5:00-16:00" "5:00-16:00" "5:00-16:00" "5:00-16:00" "5:00-16:00" "6:00-16:00" 380
"778" "-FtngCwHCD2tRlH8jpj_Ag" "NV" "Hash House A Go Go" 3.5 -115.046847863 36.0594470666 TRUE TRUE "free" FALSE 458 "17:00-21:00" "17:00-21:00" "17:00-21:00" "17:00-21:00" "17:00-22:00" "17:00-22:00" "17:00-21:00" 973
"787" "-FXxZWNlJ21jQKjc9UlHJg" "ON" "Port Union Bakery" 4 -79.1406444 43.7891275 TRUE TRUE "no" TRUE 15 "6:00-19:00" "6:00-19:00" "6:00-19:00" "6:00-19:00" "6:00-19:00" "6:00-19:00" "9:00-17:00" 7
"809" "-gcS8S7aiHTwYROMC5QP5A" "AZ" "Schlotzsky's" 3 -111.9611253 33.3924004 TRUE FALSE "free" TRUE 53 "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "9:00-20:00" 226
"810" "-GDfRHphXjccSWhliFHnzg" "ON" "Macey's Restaurant" 3.5 -79.6533525735 43.577291184 TRUE FALSE "no" FALSE 31 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" 142
"815" "-Gh82g_IrQxW59zjNaCldQ" "ON" "Cafe De Khan" 3.5 -79.7388544 43.5895002 TRUE TRUE "no" FALSE 42 "11:30-22:30" "11:30-22:30" "11:30-22:30" "11:30-22:30" "11:30-23:00" "12:00-23:00" "12:00-22:30" 31
"826" "-GOsHrWPC0meDRgkCEgC8w" "OH" "TWIISTED Burgers & Sushi" 4 -81.864609 41.153419 TRUE TRUE "free" TRUE 94 "15:00-21:00" "15:00-21:00" "15:00-21:00" "15:00-21:00" "11:00-22:00" "11:00-22:00" "11:00-20:00" 196
"838" "-gSzbTfD08Amjqv-YvvoJA" "AZ" "Buffalo Wild Wings" 3 -111.8219701 33.3494498 TRUE FALSE "free" TRUE 54 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "11:00-23:00" 528
"840" "-gTX7XKGOntF2FQ1EDxHpA" "AZ" "KFC" 1.5 -112.34 33.4938 TRUE FALSE "no" TRUE 24 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-23:00" "10:00-23:00" "10:00-22:00" 8
"845" "-GWI_4FktOD7fwHW1DgZCA" "NC" "Hooters" 2.5 -80.8440182 35.2275943 TRUE FALSE "free" FALSE 60 "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-0:00" "11:00-1:00" "11:00-1:00" "12:00-23:00" 186
"847" "-gXDD2oSHBDA3zgjX6g9pQ" "NV" "The Plate Bar & Grill" 4.5 -115.082148 36.145207 TRUE TRUE "free" TRUE 6 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 5
"849" "-Gy0BAMgRN4sGlY7theqxQ" "AZ" "MOD Pizza" 4.5 -111.9013022 33.3493097 TRUE FALSE "free" TRUE 77 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-23:00" "10:30-23:00" "10:30-22:00" 275
"854" "-H1-IzxW6CXmjhmF5F6iMA" "AZ" "Green Tea Chinese Restaurant" 3.5 -111.998465136 33.3036581382 TRUE FALSE "no" TRUE 23 "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:00" "10:30-22:30" "10:30-22:30" "11:00-22:00" 11
"856" "-H3hHmLfDmXQyuAlb3qFfg" "OH" "Ohiyo 68 Asian Cuisine" 4.5 -81.6411464204 41.3847638764 TRUE TRUE "free" TRUE 9 "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" 5
"866" "-hAFDLTPzrPA8zVqD9-Agg" "ON" "Mushkaki's" 4 -79.5677244 43.7111121 TRUE FALSE "free" TRUE 27 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" 25
"885" "-HgbBv9Yjqv735F9fwCZNg" "PA" "Red Robin Gourmet Burgers" 3 -79.9167901 40.409918 TRUE FALSE "no" FALSE 84 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 363
"887" "-hgx7AtC2UYbEvgdU0iF5A" "NV" "Capriotti's Sandwich Shop" 3 -114.8450811 35.97519 TRUE FALSE "no" TRUE 57 "8:00-20:00" "8:00-20:00" "8:00-20:00" "8:00-20:00" "8:00-20:00" "8:00-20:00" "9:00-19:00" 168
"888" "-hHlfsgR_PInaij4U_S98Q" "QC" "Le Showwok" 3.5 -73.5825277 45.4915639 TRUE TRUE "no" FALSE 7 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "12:00-23:00" "16:00-22:00" 14
"890" "-HIwk8B2mWzGS84vuM8ybA" "NC" "Cook Out" 3.5 -80.7348944 35.2020544 TRUE FALSE "no" FALSE 25 "10:30-4:00" "10:30-4:00" "10:30-4:00" "10:30-4:00" "10:30-5:00" "10:30-5:00" "10:30-4:00" 61
"896" "-hliqBp7tq7Z5XLaTLAXAg" "IL" "Taffies Restaurant" 2.5 -88.2772039646 40.1145467413 TRUE TRUE "free" FALSE 16 "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "6:00-21:00" "7:00-20:00" 19
"901" "-hMdEBaeky47g4D8-0Xl3Q" "AZ" "Vu Bistro" 3 -111.7614506 33.5781377 TRUE TRUE "no" FALSE 80 "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" "11:30-22:00" 100
"906" "-HO8ejDGgvj_Guw3R6lH1g" "AZ" "Peter Piper Pizza" 3.5 -112.204681 33.4935729 TRUE TRUE "free" TRUE 10 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "10:00-23:00" "11:00-22:00" 31
"907" "-hq09PjRpGcx4XXhrqh5xw" "AZ" "Touch Of Thai" 3.5 -112.136667 33.639157 TRUE TRUE "no" TRUE 215 "17:00-21:30" "17:00-21:30" "17:00-21:30" "17:00-21:30" "17:00-22:00" "12:00-22:00" "12:00-21:30" 531
"910" "-HsqnPAz374YSoyFDyjl3A" "QC" "Chalet Bar-B-Q" 4.5 -73.6109564 45.4727195 TRUE FALSE "no" TRUE 75 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "11:00-22:00" 119
"911" "-Ht7HiGBox8lS1Y8IPjO8g" "AZ" "Switch Restaurant & Wine Bar" 4 -112.073616 33.477031 TRUE TRUE "free" TRUE 711 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "10:00-23:00" "10:00-22:00" 3692
"914" "-httBl6DSZiUtDX4SQWtag" "PA" "The Enrico Biscotti" 4 -79.9832024 40.4513159 TRUE FALSE "no" TRUE 142 "6:00-16:00" "6:00-16:00" "6:00-16:00" "6:00-16:00" "6:00-16:00" "6:00-16:00" "9:00-14:00" 367
"923" "-HYt7RFN333ATu9UwYcKCg" "OH" "Chipotle Mexican Grill" 3.5 -81.309983 41.6766092 TRUE FALSE "no" TRUE 14 "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" 125
"936" "-i1NHzA-ymVc0vNKwNa88Q" "NC" "Logan's Roadhouse" 3.5 -81.128767 35.260224 TRUE FALSE "no" FALSE 27 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-23:00" "11:00-23:00" "11:00-22:00" 95
"939" "-I27yVw2x_-31_OOMSH02w" "NC" "Local Loaf" 4 -80.8381993 35.2277591 TRUE FALSE "free" TRUE 183 "7:00-19:00" "7:00-19:00" "7:00-19:00" "7:00-19:00" "7:00-19:00" "8:30-20:00" "8:30-17:00" 992
"944" "-I7Vz5eDjc63xKmmt4Qx4g" "ON" "Go For Tea" 2.5 -79.3236155 43.8492486 TRUE TRUE "free" FALSE 56 "11:00-3:00" "11:00-3:00" "11:00-3:00" "11:00-3:00" "11:00-3:00" "11:00-3:00" "11:00-3:00" 189
"946" "-iauwrCGxk1cEJJnf4soTg" "ON" "The Maharaja" 4.5 -79.6601187 43.5990632 TRUE TRUE "no" TRUE 48 "18:00-22:30" "18:00-22:30" "18:00-22:30" "18:00-22:30" "18:00-23:30" "18:00-23:30" "18:00-22:30" 33
"947" "-iBk1_3M_efQtY6Bcygp5w" "NV" "Viva Salsa" 4.5 -115.0850568 36.1337103 TRUE FALSE "no" FALSE 8 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-0:00" "11:00-0:00" "11:00-22:00" 13
"958" "-iFvYhgysvjkxckCr42NRw" "NV" "Rani's World Foods" 4 -115.2014156 36.1435825 TRUE FALSE "free" TRUE 163 "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" "10:00-21:00" 390
"964" "-ilCufjKjeswCLyIrCtuqQ" "NV" "Tequila Bar and Grill" 3.5 -115.171309034 36.1159916579 TRUE FALSE "paid" FALSE 166 "11:00-6:00" "11:00-6:00" "11:00-6:00" "11:00-6:00" "11:00-6:00" "11:00-6:00" "11:00-6:00" 646
"965" "-ilH1FPt0lbX22IoiFUngA" "ON" "Tasty Kitchen" 3 -79.6612243652 43.5679931641 TRUE TRUE "free" TRUE 25 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "8:00-23:00" "8:00-23:00" 217
"969" "-InU2nAbC9AuS-Um2Cowgw" "PA" "Maple Restaurant" 4 -80.2272121 40.5844706 TRUE FALSE "no" FALSE 37 "9:00-20:00" "9:00-20:00" "9:00-20:00" "9:00-20:00" "9:00-21:00" "9:00-21:00" "9:00-20:00" 39
"970" "-IoO4qZCdIQNgj2vCt9hqA" "WI" "Chasers Bar & Grille" 3.5 -89.3919536 43.0741778 TRUE FALSE "free" FALSE 34 "15:00-2:00" "15:00-2:00" "15:00-2:00" "15:00-2:00" "15:00-2:00" "11:00-2:00" "11:00-0:00" 191
"972" "-iPc_YSSqvM1CpZxxeUTXw" "AZ" "Jason's Deli" 3.5 -111.9677952 33.3213432 TRUE FALSE "no" TRUE 96 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" 644
"975" "-Ipm_8YXj9UoNNHagCvsNg" "ON" "Aoyama Sushi Restaurant" 4 -79.3288924545 43.7864595229 TRUE TRUE "no" FALSE 150 "17:30-21:45" "17:30-21:45" "17:30-21:45" "17:30-21:45" "17:00-21:45" "17:00-21:45" "17:00-21:45" 253
"976" "-IpnhwIaFpRmd8mh4lqYUw" "BW" "Burgerista" 3.5 9.1920558 48.8998244 TRUE TRUE "free" FALSE 6 "9:30-20:30" "9:30-20:30" "9:30-20:30" "9:30-20:30" "9:30-20:30" "9:30-20:30" "11:30-19:30" 7
"977" "-iQdfdTpXa3Y-WC5OJGTfw" "QC" "Saloon Bistro Bar" 3.5 -73.555049649 45.5198802994 TRUE TRUE "free" FALSE 68 "11:00-22:30" "11:30-22:30" "11:30-22:30" "11:30-23:00" "11:30-0:00" "10:00-0:00" "10:00-22:30" 124
"982" "-ITj6Pu8Gdw8MmLf0XBEKQ" "AZ" "Sushi Station" 4 -111.979702925 33.6752320021 TRUE FALSE "no" FALSE 319 "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-22:00" "11:00-22:00" "11:00-21:30" 1551
"985" "-IWsoxH7mLJTTpU5MmWY4w" "NV" "Kinh Do" 4 -115.197783811 36.1265982988 TRUE TRUE "free" FALSE 706 "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" "10:00-22:00" 7104
"987" "-IXNFjtECsn8fqF047tYFw" "ON" "Bac Ky Vietnamese Canteen" 3.5 -79.3994346 43.6444276 TRUE FALSE "no" TRUE 41 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "12:00-22:00" "12:00-19:00" 37
"995" "-IZvuqxekWEvJqDw308daQ" "AZ" "Los Favoritos Tacos Shop" 3.5 -111.9161212 33.4082978 TRUE FALSE "no" FALSE 163 "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "6:00-0:00" "7:00-22:00" 903
"1007" "-J6FVdY9pSgAdFmmalO-pQ" "ON" "Jatujak" 4 -79.3073348 43.7361218 TRUE TRUE "free" TRUE 165 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" 234
"1012" "-jdNqqzF1Dbve04oEd4jww" "ON" "OK OK Diner" 3 -79.3350365 43.6622915 TRUE FALSE "no" FALSE 59 "9:00-16:00" "9:00-16:00" "9:00-16:00" "9:00-16:00" "9:00-16:00" "9:00-16:00" "9:00-16:00" 75
"1016" "-jEyZSptICvvaNhuur9rUg" "NV" "Barista Bagels" 2.5 -115.1654364 36.1378447 TRUE FALSE "no" FALSE 11 "6:30-13:00" "6:30-13:00" "6:30-13:00" "6:30-13:00" "6:30-13:00" "6:30-13:00" "6:30-13:00" 51
"1017" "-JfncbVURtvuzBbof40o1w" "NV" "The Cafe at Monte Carlo" 2.5 -115.174662673 36.1047813604 TRUE TRUE "free" FALSE 140 "6:00-13:30" "6:00-13:30" "6:00-13:30" "6:00-13:30" "6:00-13:30" "6:00-13:30" "6:00-13:30" 236
"1018" "-JFVxwdVQfX207554dx1nw" "NV" "Teriyaki Madness" 3.5 -115.1371278 36.0106875 TRUE FALSE "free" TRUE 118 "10:00-21:30" "10:00-21:30" "10:00-21:30" "10:00-21:30" "10:00-21:30" "11:00-21:30" "11:00-21:30" 679
"1025" "-Jhlh8Scjy669NdtCfKSSg" "IL" "V Picasso" 4 -88.2431919 40.117237 TRUE TRUE "free" TRUE 91 "16:00-23:00" "16:00-23:00" "16:00-23:00" "16:00-23:00" "16:00-23:00" "16:00-23:00" "16:00-23:00" 87
"1032" "-jKBFjNTbiafSdunQy6dlQ" "AZ" "Mandarin Super Buffet" 2.5 -112.091192 33.524008 TRUE FALSE "no" FALSE 97 "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" "11:00-22:00" 255
"1037" "-JkxHGA3nBASzwYdBDAiow" "NC" "Bruegger's Bagels" 2.5 -80.8784194 35.4857295 TRUE FALSE "no" TRUE 24 "5:30-17:00" "5:30-17:00" "5:30-17:00" "5:30-17:00" "5:30-17:00" "6:00-16:00" "6:00-16:00" 46
"1045" "-jPgzLZNArRVIcSpx-iV_g" "ON" "The Porch Light" 4.5 -79.2865457386 43.6807050653 TRUE TRUE "free" TRUE 6 "8:00-16:00" "8:00-21:00" "8:00-21:00" "8:00-22:00" "8:00-22:00" "8:00-22:00" "8:00-16:00" 1
"1051" "-Js0NjBhIXdH343IDLeKpA" "PA" "Denny's" 3 -79.94435817 40.3480251466 TRUE FALSE "free" FALSE 12 "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" "0:00-0:00" 43
"1057" "-juOL0eJC6kvf5RLEjoPvA" "QC" "La Maison Kam Fung" 3.5 -73.4642802 45.4615965 TRUE TRUE "no" TRUE 59 "10:00-23:00" "10:00-23:00" "10:00-23:00" "10:00-23:00" "10:00-23:00" "10:00-23:00" "10:00-23:00" 119
"1059" "-JwSuDqyFILFJmVpjrVbwA" "AZ" "Half Moon Sports Grill" 3.5 -112.070148099 33.6370139392 TRUE TRUE "free" TRUE 225 "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "11:00-2:00" "10:00-2:00" 890
"1062" "-JXt_PElFkCvgRViW05bew" "ON" "Wimpy's Diner" 3.5 -79.4481765566 44.0105343095 TRUE FALSE "free" FALSE 7 "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-21:00" "7:00-20:00" 48
"1063" "-jZ1TrvY56HFqmxjbpcU2A" "WI" "Gotham Bagels" 3.5 -89.3835302639 43.0769221065 TRUE FALSE "free" TRUE 141 "7:00-15:00" "7:00-15:00" "7:00-15:00" "7:00-15:00" "7:00-15:00" "7:00-15:00" "8:00-14:00" 306
"1065" "-JzL9Xkx42k82uKSy3X5Zw" "AZ" "Gabriela's Kitchen" 4.5 -111.755718788 33.3651262517 TRUE FALSE "no" TRUE 44 "8:00-19:00" "8:00-18:00" "8:00-18:00" "8:00-18:00" "8:00-18:00" "8:00-18:00" "8:00-14:00" 43
"1068" "-K_qGSp7q61BkkjP_FSsEQ" "OH" "John's Diner" 3.5 -81.8257297 41.4832311 TRUE FALSE "no" FALSE 34 "7:00-20:00" "7:00-20:00" "7:00-20:00" "7:00-20:00" "7:00-20:00" "7:00-20:00" "7:00-15:00" 49
"1072" "-k30GnIy_6V7YyODRr9PdA" "AZ" "Panda Express" 2.5 -111.7906079 33.3361113 TRUE FALSE "no" TRUE 16 "10:30-21:30" "10:30-21:30" "10:30-21:30" "10:30-21:30" "10:30-22:00" "11:00-22:00" "11:00-21:00" 82
"1073" "-K3kqmykKlhlB4arCsLHOw" "AZ" "Bawarchi Indian Cuisine" 3 -112.004267 33.640223 TRUE FALSE "no" FALSE 104 "11:00-21:30" "17:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" "11:00-21:30" 197
"1078" "-K82LBrI3H0FVuhTbNDpRA" "NV" "Shoku Ramen" 3.5 -115.152754052 36.0425315584 TRUE FALSE "free" FALSE 224 "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-23:00" "11:00-0:00" "11:00-0:00" "11:00-15:00" 1267
"1089" "-kh_RaFXm_LkBLP74a0SGA" "BW" "Das Backparadies" 4.5 9.14696 48.728 TRUE TRUE "no" TRUE 9 "6:30-19:00" "6:30-19:00" "6:30-19:00" "6:30-19:00" "6:30-19:00" "6:30-18:00" "8:00-17:00" 3
"1093" "-KIdCJnkt5N8rnnmWR5MQg" "AZ" "Corleone's" 3.5 -112.046573623 33.5101533805 TRUE FALSE "no" TRUE 184 "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "10:30-21:00" "11:00-20:00" 518
"1095" "-kIscN8I29eXMPkvyyxmRQ" "AZ" "Zookz Sandwiches" 4.5 -112.071848045 33.5095892938 TRUE FALSE "free" TRUE 571 "7:00-16:00" "7:00-16:00" "7:00-16:00" "7:00-16:00" "7:00-16:00" "8:00-16:00" "8:00-16:00" 1880
"1110" "-kTHAUKuzh7cFZjVAW55Ug" "OH" "Chipotle Mexican Grill" 2.5 -81.814058 41.45022 TRUE FALSE "no" TRUE 35 "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" "10:45-22:00" 108
"1123" "-kyvpeXIuQDKIYDkAK7ryw" "NC" "Panera Bread" 3.5 -80.841072 35.151186 TRUE FALSE "free" TRUE 42 "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" "6:00-22:00" "7:00-21:00" 418
